#Theta Accumulated_Phase
0.000000000000000 0.000000000000000
0.128228271575094 0.000000000000000
0.256456543150187 0.000000000000000
0.384684814725281 0.000000000000000
0.512913086300374 0.000000000000000
0.641141357875468 0.000000000000000
0.769369629450562 0.000000000000000
0.897597901025655 0.000000000000000
1.025826172600749 0.000000000000000
1.154054444175842 0.000000000000000
1.282282715750936 0.000000000000000
1.410510987326030 0.000000000000000
1.538739258901123 0.000000000000000
1.666967530476217 0.000000000000000
1.795195802051310 0.000000000000000
1.923424073626404 0.000000000000000
2.051652345201497 0.000000000000000
2.179880616776591 0.000000000000000
2.308108888351684 0.000000000000000
2.436337159926778 0.000000000000000
2.564565431501872 0.000000000000000
2.692793703076966 0.000000000000000
2.821021974652059 0.000000000000000
2.949250246227153 0.000000000000000
3.077478517802246 0.000000000000000
3.205706789377340 0.000000000000000
3.333935060952433 0.000000000000000
3.462163332527527 0.000000000000000
3.590391604102621 0.000000000000000
3.718619875677714 0.000000000000000
3.846848147252808 0.000000000000000
3.975076418827901 0.000000000000000
4.103304690402995 0.000000000000000
4.231532961978089 0.000000000000000
4.359761233553182 0.000000000000000
4.487989505128276 0.000000000000000
4.616217776703369 0.000000000000000
4.744446048278463 0.000000000000000
4.872674319853556 0.000000000000000
5.000902591428650 0.000000000000000
5.129130863003743 0.000000000000000
5.257359134578837 0.000000000000000
5.385587406153931 0.000000000000000
5.513815677729024 0.000000000000000
5.642043949304118 0.000000000000000
5.770272220879211 0.000000000000000
5.898500492454305 0.000000000000000
6.026728764029398 0.000000000000000
6.154957035604492 0.000000000000000
6.283185307179586 0.000000000000000
