# Theta (radians)	State 0	State 1	State 2	State 3
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00628947	0.00000000	0.00000000	0.00000000	0.00000000
0.01257895	0.00000000	0.00000000	0.00000000	0.00000000
0.01886842	0.00000000	0.00000000	0.00000000	0.00000000
0.02515790	0.00000000	0.00000000	0.00000000	0.00000000
0.03144737	0.00000000	0.00000000	0.00000000	0.00000000
0.03773685	0.00000000	0.00000000	0.00000000	0.00000000
0.04402632	0.00000000	0.00000000	0.00000000	0.00000000
0.05031580	0.00000000	0.00000000	0.00000000	0.00000000
0.05660527	0.00000000	0.00000000	0.00000000	0.00000000
0.06289475	0.00000000	0.00000000	0.00000000	0.00000000
0.06918422	0.00000000	0.00000000	0.00000000	0.00000000
0.07547370	0.00000000	0.00000000	0.00000000	0.00000000
0.08176317	0.00000000	0.00000000	0.00000000	0.00000000
0.08805265	0.00000000	0.00000000	0.00000000	0.00000000
0.09434212	0.00000000	0.00000000	0.00000000	0.00000000
0.10063160	0.00000000	0.00000000	0.00000000	0.00000000
0.10692107	0.00000000	0.00000000	0.00000000	0.00000000
0.11321055	0.00000000	0.00000000	0.00000000	0.00000000
0.11950002	0.00000000	0.00000000	0.00000000	0.00000000
0.12578950	0.00000000	0.00000000	0.00000000	0.00000000
0.13207897	0.00000000	0.00000000	0.00000000	0.00000000
0.13836845	0.00000000	0.00000000	0.00000000	0.00000000
0.14465792	0.00000000	0.00000000	0.00000000	0.00000000
0.15094739	0.00000000	0.00000000	0.00000000	0.00000000
0.15723687	0.00000000	0.00000000	0.00000000	0.00000000
0.16352634	0.00000000	0.00000000	0.00000000	0.00000000
0.16981582	0.00000000	0.00000000	0.00000000	0.00000000
0.17610529	0.00000000	0.00000000	0.00000000	0.00000000
0.18239477	0.00000000	0.00000000	0.00000000	0.00000000
0.18868424	0.00000000	0.00000000	0.00000000	0.00000000
0.19497372	0.00000000	0.00000000	0.00000000	0.00000000
0.20126319	0.00000000	0.00000000	0.00000000	0.00000000
0.20755267	0.00000000	0.00000000	0.00000000	0.00000000
0.21384214	0.00000000	0.00000000	0.00000000	0.00000000
0.22013162	0.00000000	0.00000000	0.00000000	0.00000000
0.22642109	0.00000000	0.00000000	0.00000000	0.00000000
0.23271057	0.00000000	0.00000000	0.00000000	0.00000000
0.23900004	0.00000000	0.00000000	0.00000000	0.00000000
0.24528952	0.00000000	0.00000000	0.00000000	0.00000000
0.25157899	0.00000000	0.00000000	0.00000000	0.00000000
0.25786847	0.00000000	0.00000000	0.00000000	0.00000000
0.26415794	0.00000000	0.00000000	0.00000000	0.00000000
0.27044742	0.00000000	0.00000000	0.00000000	0.00000000
0.27673689	0.00000000	0.00000000	0.00000000	0.00000000
0.28302637	0.00000000	0.00000000	0.00000000	0.00000000
